Nombre;Estrellas restaurante;Usuario;Titulo comentario;Comentario;Calificacion
Hatoviejo;4.0;Fz0;La mejor cocina tradicional de Medellín;"El mejor sitio para comer la tradicional comida de montaña, un sitio para visitar siempre en Medellín.
La cocina es exquisita y el ambiente increíble.";5.0
Hatoviejo;4.0;102nicolasp;Siempre una muy buena alternativa;Excelente sitio con historia, bonito, gran ambiente, siempre una buena alternativa para tener en cuenta en Medellín. excelente comida.;4.0
Hatoviejo;4.0;J David S;Excelente lugar y servicio, la comida buena pero poca cantidad;El restaurante en las Palmas es muy agradable, ofrece varios ambientes. Yo me quedé en la fonda y me pareció muy agradable. El servicio es muy bueno, la comida es rica pero para el precio alto que manejan es poca cantidad.;4.0
Hatoviejo;4.0;Mabeli123;Reunión;Muy buena la comida !! Para los que le s gusta la comida típica colombiana muy bien recomendado !! Su servicio excelente !!;4.0
Hatoviejo;4.0;andresp118;Comida de baja calidad, altos precios.;"Caro, porciones muy bajas y muy mala calidad de comida en general. 
Me parece que un restaurante referente a la comida colombiana debe tener mejor calidad de servicio y de comida, parecía un almuerzo casero a precios muy elevados.";1.0
Hatoviejo;4.0;felipehernandez_25;Desayuno;Estuvimos a las 10 de la mañana un día que no es concurrido, el servicio muy demorado y la comida muy poca (no hay relación cantidad/precio) además las porciones muy pequeñas.;1.0
Hatoviejo;4.0;manuelinc0089;Servicio lento;A pesar de que el día de mi visita no estaba muy concurrido, tardaron en tomar la orden y cuando llegaron los alimentos no tenían la temperatura adecuada, el lugar es lindo y en la zona hay buenas vistas. La entrada de chicarrón que ofrecen...es muy buena.Más;3.0
Hatoviejo;4.0;ricardoisidro86;El mejor restaurante tradicional en Medellín;Simplemente los dos mejores platillos que comí en esta ciudad fueron en este restaurante... un ajiaco, una posta cartagenera, la limonada de coco, las brevas... todo estuvo buenísimo.;5.0
Sinko Bar;4.5;juanjosej103;Reservar No SIRVEEEEEE!!!! QUE MALA ATENCION;No recomiendo este sitio. El sistema de reservas nos sirve y lo dijo el mismo administrador del día 20 de diciembre. Que hay que priorizar los socios jajajajaja. Que respuesta. Bueno pues que los socios sigan llenando el sitio. Me voy pa Andrés carnes de...ResMás;1.0
Sinko Bar;4.5;T8122DRalejandraa;Terrible la atencion;"Se hizo reservacion con 3 días de anticipación para 8 personas, y como luego demás que un grupo de 50 personas hizo una reserva, cancelaron mi reserva sin informar para darle prioridad al grupo mas grande, y cuando llegamos ""el administrador"" no tenía ni idea...de cómo solucionar una situación así, e indica que si le damos el nombre de la persona que hizo la reserva hace algo, le indicamos que la reserva la hizo maría José, pero igual no nos soluciono la reserva donde queríamos, entonces para que ofrecen el servicio de reserva si no lo van a respetar?Más";2.0
Sinko Bar;4.5;219pabloe;Buena comida.;Lugar de personal amable, con una carta no muy amplia, pero bien escogida, buena sazón, agradable lugar, audio muy alto, sitio juvenil.;5.0
Sinko Bar;4.5;Felipemaya92;Un mal servicio;En el siglo bar de viva Envigado un mal servicio por parte del personal no está capacitado para prestar una buena atención, en el bar no contaban con la mayoría de cervezas y las que se brindaban estaban al clima, un lugar para no recomendar...y regresar.Más;1.0
Sinko Bar;4.5;victorpE8645VT;Excelente;Un muy buen bar, con una variedad increíble de tablas y platos para compartir, una terraza exquisita para disfrutar de muy buenos tragos.;4.0
Sinko Bar;4.5;Franco V;Terrible servicio;La atención de la mesera inicialmente fue buena, la comida es terrible, y los tiempos de entrega igual, carne cruda o quemada y órdenes entregadas una hora después de haber traído la primera parte, que mala experiencia.;1.0
Sinko Bar;4.5;danfreak;Buenos cócteles;Fui con unos amigos y nos recomendaron los cocteles del bar, pues nos fue bastante bien con ellos, realmente los recomiendo;4.0
Sinko Bar;4.5;Sanchez A;Me intoxiqué;Señores SINKO BAR, despues del incidente donde me intoxiqué el dia 1 de Noviembre en su sede de Mercado del Rio en Medellin, con un cocktail GIN TONIC berry quedando mas de 12 días incapacitada.  me intente comunicar desde el 2 de Noviembre del presente,...he tenido el respeto de contactarme con ustedes de manera discreta, en esta ocasión voy a omitir nombres y solo colocar sus iniciales esperando una comunicación mas fluida de parte del Gerente, luego de hablar con la Directora comercial (CJ) quien supuestamente envió el caso a Gerencia general, luego me llama la abogada (JJ) mal informada por la Directora Comercial hablándome en terminos legales, pensando que queremos dinero, quien al enterarse de la realidad juzga la mala comunicación interna y el mal manejo de clientes de la Directora comercial (CJ), quien promete que nos llamaran para atendernos, cos que no sucedió, el día de hoy nos llama la Tesorera (Y) quien me pide un correo con las facturas de los gastos, ofreciéndome una cortesía en uno de sus restaurantes, UNA TESORERA??? QUE SABE POR DIOS UNA TESORERA DE SERVICIO AL CLIENTE, ES EL COLMO LA FALTA DE RESPETO, ATENCIÓN OPORTUNA Y ADECUADA PARA UN CLIENTE, ESPERO LA LLAMADA DEL GERENTE QUE SUPUESTAMENTE SABE DEL CASOMás;1.0
Sinko Bar;4.5;1005adolfot;Exquisitos los nachos;Estuve en el que queda ubicado en el mercado del rio, el lugar es muy agradable para tomarse unos tragos. Muy recomendados los nachos;5.0
Sinko Bar;4.5;487erikac;Un lugar excelente para compartir con amigos;Un lugar excelente para compartir con amigos, sabores exquisitos y ambiente agradable. Me gusta mucho!!!;5.0
Resumen Union de Sabores;4.5;209juans;Qué decir de este bello restaurante!;"Qué decir de este bello restaurante!

Primero que todo, se te garantiza que saldrás satisfecho, luego de comer deliciosas y generosas porciones de comida meticulosamente preparada.

Me encantaron las salsas que traían las carnes y los pescados. Los vegetales que los acompañaban estaban preparados con...maestría, y la sangría era deliciosa.

Vengan y relájense, desconéctense como mi esposa y yo, mientras hablábamos y recordábamos anécdotas durante nuestro aniversario. El lugar se presta para ello, buena música y exquisito ambiente. Vale la pena volver.Más";5.0
Resumen Union de Sabores;4.5;MayaSantiago1970;Calidad de servicio;No hice reservaciones en el restaurante, pero se me hizo súper fácil conseguir mesa. Buenos mariscos, de calidad superior a las que he probado últimamente, y el pescado frito también. Presentación en unos platillos muy bien, y toda la decoración con mucho gusto. El pulpo...por último que me sugerido el mesero, ideal.Más;5.0
Resumen Union de Sabores;4.5;alejoariasalzate;Buen lugar ;"Sitio agradable. Buena ubicación. Buena música. Parqueadero limitado pero con opciones.
Menu del día delicioso. Precios normales.";5.0
Resumen Union de Sabores;4.5;Cristi_reve;Excelente. Una sorpresa muy grata!!;Comida exquisita a muy buen precio. Elegí la burrata (un entrante) y fue más que suficiente. Servicio ejemplar. Ambiente acogedor. Un 10!;5.0
Resumen Union de Sabores;4.5;mariap1987;Súper recomendado;Tamaño y sabor perfecto , personal de atención muy amable. Eso que pedí el menú del día , la carta en general se ve exquisita;5.0
Resumen Union de Sabores;4.5;jh0ansebastianm;Aniversario;Increíble mezcla de sabores , atención inigualable , mas que recomendado , desde que entras el lugar es acogedor , con excelente decoración, todo lo que buscas para una velada inolvidable;5.0
Resumen Union de Sabores;4.5;paolagY7292RG;Aniversario;Una experiencia inolvidable, la comida increible, el sitio super romántico y acogedor y la atención es inmejorable. De los mejores restaurantes que he probado en Medellín. Recomendado 100%;5.0
Resumen Union de Sabores;4.5;Liliana I;Vacaciones;Excelente comida, variados y creativos sabores, la atención del personal muy cálida, y distinguida.platos abundantes y verdadera fusión de sabores.;5.0
Resumen Union de Sabores;4.5;LalaO37;Buena comida;"Muy rica la comida y buen servicio.  Bonita decoración. El lugar es muy bonito. Amplio, y agradable. El falafel estuvo muy rico. 

Sirven buen vino,";4.0
Resumen Union de Sabores;4.5;claudiasm12;Reunion familiar;"Deliciosa la comida, atención excelente, personal
muy amable y atentos. Lugar hermoso, acogedor, romántico";5.0
Bonhomia;4.5;HugoQuinteroM;Para picar y tomar algo;"Buen lugar para picar entre varias personas y tomarse un trago. He ido un martes junto a varios colegas, probamos la tabla de embutidos y el carpaccio. 

El carpaccio estaba simple, le faltaba sabor y tenía rodajas de limón en exceso. 

La atención muy buena...y el lugar finamente decorado.Más";4.0
Bonhomia;4.5;509francyz;CONSUMO MÍNIMO NO INDICADO;He visitado muchas veces el lugar, sin embargo la última visita fue demasiado incomoda, invite a cenar a un amigo por su cumpleaños, realice la reserva como siempre, a las 7:30 pm llegamos al lugar, vimos que como siempre que he ido hay una banda...tocando en vivo, la cual inició a las 9:00 pm, desde que llegamos hasta el momento que inició la banda habíamos consumido una pizza, 3 cervezas y había acabado de pedir unos nachos (un lapso de 1 hora y media), se acerca la mesera y me indica que debo pedir algo más fuerte, le pregunté que a qué se refería, y me dijo debes pedir por lo menos una media de algun trago, yo le pregunté que si nos estaba exigiendo que debíamos pedir trago, me dijo exigiendo no, pero si es necesario el consumo de algo más fuerte, me dice que el jefe la mando a decirnos que debíamos pedir más porque como había banda teníamos que realizar un consumo mínimo, yo le dije que primero que todo ni en el momento de la reserva, ni en el ingreso al lugar, ni tampoco al momento de pedir nos habían hablado de un consumo mínimo, y lo peor es que teníamos varios platos en mente que íbamos a pedir durante la noche, lo único que quería bonhomia es que pidiéramos de inmediato todo lo que íbamos a comer y a tomar como para saber si cumplimos con el mínimo, lo que no saben es en cuanto hubiese quedado la cuenta si no nos hubiesen obligado a salir casi corriendo de ese lugar. Pésima experiencia, no regresaré, hay demasiados restaurantes y en ninguno nunca me había pasado algo igualMás;1.0
Bonhomia;4.5;laurajvelas;Exquisita comida, lindo lugar;Este restaurante tiene tablas de quesos y madurados riquisimos, la sangria de Legri es exquisita, la atención muy amable. Fuimos en familia, escuchamos musica en vivo, gran plan, sirven rápido, la decoración del restaurante es muy linda, nos sentimos seguros con su nuevo cerramiento de...la terraza, la iluminación es acogedora.Más;5.0
Bonhomia;4.5;carolinavz2212;Mal!! servicio;"Fui con mi novio a celebrar su cumpleaños con una comida en especial que nos gusta mucho a los
Dos, el plato se llama bondiola de cerdo, el cual pedimos. El mesero nos llevo otro plato muy diferente al que siempre nos servían, porque hemos...ido muchas veces a comer específicamente ese plato. 
A lo cual le decimos que eso no era lo que  habíamos pedido, su respuesta fue eso si es. 
Le explicamos que en ocasiones anteriores nos servían el plato muy diferente a lo que nos había llevado, el insiste que es la misma bondiola solo que preparada diferente que la probáramos que era muy buena.
Nos molesto su respuesta que en definitiva no respondía al hecho del porque ya era diferente por lo tanto el sabor no iba hacer el mismo. Ya estaban próximos a cerrar la cocina, y el mesero después de nosotros seguir exigiendo una explicación adecuada, nos dice que era que la carta la habían cambiado y que no la habían actualizado. Lo cual es una falta de respeto como es posible que no informen que habían cambiado la carta. Y te lleven un plato que no es, luego nos dicen que el plato lo cambiaron que porque a algunos clientes no les gustaba la salsa lo cual es un argumento muy pobre y hasta mentiroso la salsa que acompaña el plato es una mezcla de BBQ y después de tantos años van a cambiar un plato por “algunos clientes”? Sentimos fue que como ya iban a cerrar la cocina se equivocaron al tomar el pedido porque ellos tienen otro plato que se llama solo bondiola y su preparación es muy diferente, 
no quisieron responder como debían. 
Obligándonos a comer algo que no pedimos. Sin argumentos validos, nos decían cosas diferentes  cada vez, esta es la hora en que la carta sigue igual no han cambiado nada, el plato sigue ahí con la misma descripción: bondiola de cerdo bañada en salsa BBQ mas acompañante. 
Obviamente no nos comimos el plato.
Una completa falta de respeto hacia el cliente, y el chef solo dijo “lo que paso, paso”Más";1.0
Bonhomia;4.5;ferneyl2015;Great Food, Bad Service – Comida Espectacular, Mal Servicio;"La comida fue espectacular pero el servicio pésimo. El mesero, Iván, fue muy indiferente y sin personalidad. No debería ser mesero. Ni se despidió o dio las gracias a lo último. No entiende que con mejor actitud y servicio al
cliente viene una mejor propina....Yo volvería por la comida. También merecía 5 estrellas.

The food was spectacular, but the service was horrendous. The waiter, Ivan was indifferent and lacked personality. He should not be a waiter. He did not bid us farewell after we paid the bill nor did he thank us. He does not understand that with good service comes better tip.

I would go back for the food. The place deserves a 5 star.Más";4.0
